Time;SP;PV;CV
209.0;50,00;77,706;39,97
210.0;50,00;77,862;39,91
211.0;50,00;77,738;40,04
212.0;50,00;77,901;39,92
213.0;50,00;77,912;39,91
214.0;50,00;77,976;40,05
215.0;50,00;78,132;39,94
216.0;50,00;78,144;40,04
217.0;50,00;78,255;40,04
218.0;50,00;78,182;39,83
219.0;50,00;78,184;39,93
220.0;50,00;78,266;40,22
221.0;50,00;78,346;39,83
222.0;50,00;78,382;39,68
223.0;50,00;78,322;39,72
224.0;50,00;78,456;40,00
225.0;50,00;78,506;40,00
226.0;50,00;78,727;39,98
227.0;50,00;78,712;40,18
228.0;50,00;78,530;39,60
229.0;50,00;78,610;40,06
230.0;50,00;78,550;40,23
231.0;50,00;78,653;39,83
232.0;50,00;78,758;39,94
233.0;50,00;78,861;39,89
234.0;50,00;78,737;39,87
235.0;50,00;78,774;39,95
236.0;50,00;78,683;40,21
237.0;50,00;78,871;40,28
238.0;50,00;78,827;39,95
239.0;50,00;78,897;40,29
240.0;50,00;78,895;40,01
241.0;50,00;78,984;40,26
242.0;50,00;78,876;39,99
243.0;50,00;78,924;40,02
244.0;50,00;79,235;40,05
245.0;50,00;78,986;40,48
246.0;50,00;79,024;40,13
247.0;50,00;79,280;39,89
248.0;50,00;79,388;40,15
249.0;50,00;79,083;39,95
250.0;50,00;79,167;39,93
251.0;50,00;79,244;40,14
252.0;50,00;79,375;40,00
253.0;50,00;79,177;40,04
254.0;50,00;79,255;40,00
255.0;50,00;79,355;40,05
256.0;50,00;79,345;40,06
257.0;50,00;79,297;39,71
258.0;50,00;79,333;40,10
259.0;50,00;79,251;39,85
260.0;50,00;79,357;39,78
261.0;50,00;79,371;39,99
262.0;50,00;79,426;40,01
263.0;50,00;79,378;39,90
264.0;50,00;79,474;40,12
265.0;50,00;79,532;39,80
266.0;50,00;79,477;39,94
267.0;50,00;79,506;39,91
268.0;50,00;79,495;39,99
269.0;50,00;79,504;40,04
270.0;50,00;79,458;39,85
271.0;50,00;79,553;40,11
272.0;50,00;79,532;40,01
273.0;50,00;79,719;39,72
274.0;50,00;79,688;39,71
275.0;50,00;79,604;40,00
276.0;50,00;79,523;39,97
277.0;50,00;79,506;39,98
278.0;50,00;79,700;40,00
279.0;50,00;79,636;40,03
280.0;50,00;79,663;40,14
281.0;50,00;79,494;39,83
282.0;50,00;79,717;39,82
283.0;50,00;79,688;39,84
284.0;50,00;79,572;40,04
285.0;50,00;79,631;40,19
286.0;50,00;79,698;39,94
287.0;50,00;79,689;39,62
288.0;50,00;79,670;39,74
289.0;50,00;79,693;39,88
290.0;50,00;79,688;39,92
291.0;50,00;79,728;39,94
292.0;50,00;79,840;40,01
293.0;50,00;79,524;39,95
294.0;50,00;79,717;40,16
295.0;50,00;79,757;39,90
296.0;50,00;79,773;39,87
297.0;50,00;79,726;40,07
298.0;50,00;79,621;39,77
299.0;50,00;79,794;40,06
300.0;50,00;79,912;40,02
301.0;50,00;79,656;39,98
302.0;50,00;79,854;40,24
303.0;50,00;79,764;39,91
304.0;50,00;79,790;40,31
305.0;50,00;79,716;39,97
306.0;50,00;79,779;39,81
307.0;50,00;79,914;40,01
308.0;50,00;79,862;39,84
309.0;50,00;79,958;39,89
310.0;50,00;79,918;40,06
311.0;50,00;79,864;40,08
312.0;50,00;79,972;39,91
313.0;50,00;79,872;40,15
314.0;50,00;79,907;40,17
315.0;50,00;79,821;40,22
316.0;50,00;79,854;40,08
317.0;50,00;79,797;40,20
318.0;50,00;79,936;39,72
319.0;50,00;79,766;39,95
320.0;50,00;79,926;39,87
321.0;50,00;79,852;40,02
322.0;50,00;79,964;39,91
323.0;50,00;79,934;39,98
324.0;50,00;80,022;40,28
325.0;50,00;79,938;39,97
326.0;50,00;79,757;40,06
327.0;50,00;79,880;39,97
328.0;50,00;79,795;40,01
329.0;50,00;79,850;40,00
330.0;50,00;80,015;40,07
331.0;50,00;79,948;40,17
332.0;50,00;79,843;40,25
333.0;50,00;79,821;40,05
334.0;50,00;79,907;40,09
335.0;50,00;79,809;39,83
336.0;50,00;79,855;39,99
337.0;50,00;79,936;40,14
338.0;50,00;80,006;40,13
339.0;50,00;79,964;40,03
340.0;50,00;79,734;40,13
341.0;50,00;79,944;40,07
342.0;50,00;79,928;40,18
343.0;50,00;79,957;40,04
344.0;50,00;80,055;39,95
345.0;50,00;79,762;40,05
346.0;50,00;79,882;39,56
347.0;50,00;79,978;40,06
348.0;50,00;79,806;39,45
349.0;50,00;80,053;39,74
350.0;50,00;79,966;40,07
351.0;50,00;80,005;40,07
352.0;50,00;79,894;39,83
353.0;50,00;80,006;39,89
354.0;50,00;80,028;40,21
355.0;50,00;79,962;39,93
356.0;50,00;79,964;40,34
357.0;50,00;79,968;40,00
358.0;50,00;79,879;40,06
359.0;50,00;79,937;40,24
360.0;50,00;79,938;40,02
361.0;50,00;79,982;39,85
362.0;50,00;80,033;39,98
363.0;50,00;79,869;39,99
364.0;50,00;79,945;39,80
365.0;50,00;80,075;39,96
366.0;50,00;79,898;39,89
367.0;50,00;79,893;40,14
368.0;50,00;79,976;40,01
369.0;50,00;80,028;39,96
370.0;50,00;79,962;39,98
371.0;50,00;80,069;40,03
372.0;50,00;80,032;40,09
373.0;50,00;80,032;39,85
374.0;50,00;80,010;39,84
375.0;50,00;80,152;40,17
376.0;50,00;79,951;39,94
377.0;50,00;79,807;39,79
378.0;50,00;80,097;40,07
379.0;50,00;79,933;40,07
380.0;50,00;79,979;39,77
381.0;50,00;80,076;40,03
382.0;50,00;79,843;40,11
383.0;50,00;79,872;40,06
384.0;50,00;79,845;40,09
385.0;50,00;79,910;39,79
386.0;50,00;80,010;40,05
387.0;50,00;80,017;39,95
388.0;50,00;79,998;39,93
389.0;50,00;79,863;40,13
390.0;50,00;79,792;40,22
391.0;50,00;79,982;40,27
392.0;50,00;79,940;40,20
393.0;50,00;80,015;39,98
394.0;50,00;80,035;40,05
395.0;50,00;79,991;40,12
396.0;50,00;80,041;40,02
397.0;50,00;79,999;40,02
398.0;50,00;80,023;40,12
399.0;50,00;79,925;39,99
400.0;50,00;79,968;29,89
401.0;50,00;79,998;29,94
402.0;50,00;80,049;30,10
403.0;50,00;79,952;30,00
404.0;50,00;80,025;30,05
405.0;50,00;79,963;30,10
406.0;50,00;79,975;29,94
407.0;50,00;80,051;30,11
408.0;50,00;79,326;30,06
409.0;50,00;78,894;29,81
410.0;50,00;78,405;30,22
411.0;50,00;77,873;29,92
412.0;50,00;77,554;29,75
413.0;50,00;77,228;29,84
414.0;50,00;76,716;29,85
415.0;50,00;76,337;30,01
416.0;50,00;76,000;29,96
417.0;50,00;75,621;29,95
418.0;50,00;75,121;30,09
419.0;50,00;74,857;30,05
420.0;50,00;74,387;30,05
421.0;50,00;73,954;30,06
422.0;50,00;73,623;30,09
423.0;50,00;73,210;29,68
424.0;50,00;72,924;29,95
425.0;50,00;72,642;29,67
426.0;50,00;72,418;30,01
427.0;50,00;72,182;30,00
428.0;50,00;71,633;30,16
429.0;50,00;71,481;30,18
430.0;50,00;71,080;30,03
431.0;50,00;70,923;29,92
432.0;50,00;70,602;30,07
433.0;50,00;70,201;29,92
434.0;50,00;70,163;30,00
435.0;50,00;69,788;30,15
436.0;50,00;69,548;29,92
437.0;50,00;69,265;30,12
438.0;50,00;69,065;30,10
439.0;50,00;68,923;29,86
440.0;50,00;68,652;30,15
441.0;50,00;68,476;30,10
442.0;50,00;68,268;30,02
443.0;50,00;68,138;29,89
444.0;50,00;67,805;29,87
445.0;50,00;67,518;29,92
446.0;50,00;67,531;30,08
447.0;50,00;67,233;29,86
448.0;50,00;67,167;30,07
449.0;50,00;66,931;29,81
450.0;50,00;66,718;29,97
451.0;50,00;66,588;30,02
452.0;50,00;66,552;30,37
453.0;50,00;66,402;29,79
454.0;50,00;66,086;30,22
455.0;50,00;65,941;30,02
456.0;50,00;65,866;30,06
457.0;50,00;65,568;30,02
458.0;50,00;65,521;30,07
459.0;50,00;65,355;29,98
460.0;50,00;65,248;30,22
461.0;50,00;65,026;29,93
462.0;50,00;64,838;30,17
463.0;50,00;64,675;29,90
464.0;50,00;64,631;29,99
465.0;50,00;64,566;29,84
466.0;50,00;64,464;30,07
467.0;50,00;64,530;30,22
468.0;50,00;64,354;29,99
469.0;50,00;64,082;29,97
470.0;50,00;64,083;29,83
471.0;50,00;63,921;29,97
472.0;50,00;63,832;29,76
473.0;50,00;63,773;29,86
474.0;50,00;63,714;30,03
475.0;50,00;63,546;30,20
476.0;50,00;63,569;30,42
477.0;50,00;63,305;29,91
478.0;50,00;63,312;30,22
479.0;50,00;63,437;30,04
480.0;50,00;63,166;29,98
481.0;50,00;63,184;30,06
482.0;50,00;63,000;30,01
483.0;50,00;62,964;30,02
484.0;50,00;62,840;29,94
485.0;50,00;62,760;29,79
486.0;50,00;62,642;29,77
487.0;50,00;62,671;30,10
488.0;50,00;62,503;29,96
489.0;50,00;62,560;29,91
490.0;50,00;62,531;30,00
491.0;50,00;62,412;30,12
492.0;50,00;62,300;30,03
493.0;50,00;62,301;29,90
494.0;50,00;62,184;30,18
495.0;50,00;62,228;30,24
496.0;50,00;61,953;30,07
497.0;50,00;62,020;30,15
498.0;50,00;61,837;30,19
499.0;50,00;61,826;30,17
500.0;50,00;62,006;30,09
501.0;50,00;61,921;30,09
502.0;50,00;61,746;30,08
503.0;50,00;61,638;29,84
504.0;50,00;61,477;30,11
505.0;50,00;61,628;29,80
506.0;50,00;61,824;29,88
507.0;50,00;61,624;30,20
508.0;50,00;61,505;30,13
509.0;50,00;61,548;30,22
510.0;50,00;61,348;29,96
511.0;50,00;61,412;29,83
512.0;50,00;61,408;29,96
513.0;50,00;61,358;30,02
514.0;50,00;61,394;30,01
515.0;50,00;61,325;30,17
516.0;50,00;61,319;29,95
517.0;50,00;61,179;30,05
518.0;50,00;61,275;29,85
519.0;50,00;61,303;30,07
520.0;50,00;61,066;30,00
521.0;50,00;61,044;29,89
522.0;50,00;61,194;29,96
523.0;50,00;61,045;29,97
524.0;50,00;61,146;29,96
525.0;50,00;60,972;30,27
526.0;50,00;61,099;29,99
527.0;50,00;60,968;29,96
528.0;50,00;60,954;29,69
529.0;50,00;61,036;29,87
530.0;50,00;60,859;29,96
531.0;50,00;60,790;29,90
532.0;50,00;60,808;30,21
533.0;50,00;60,859;29,98
534.0;50,00;60,677;30,19
535.0;50,00;60,833;30,01
536.0;50,00;60,719;30,01
537.0;50,00;60,835;29,99
538.0;50,00;60,533;30,00
539.0;50,00;60,644;30,26
540.0;50,00;60,554;29,65
541.0;50,00;60,606;29,70
542.0;50,00;60,675;29,92
543.0;50,00;60,624;30,00
544.0;50,00;60,603;30,10
545.0;50,00;60,594;30,07
546.0;50,00;60,608;29,94
547.0;50,00;60,497;30,15
548.0;50,00;60,619;30,15
549.0;50,00;60,602;30,03
550.0;50,00;60,566;30,14
551.0;50,00;60,566;30,04
552.0;50,00;60,532;29,92
553.0;50,00;60,659;30,10
554.0;50,00;60,477;30,02
555.0;50,00;60,447;30,00
556.0;50,00;60,399;30,22
557.0;50,00;60,366;29,63
558.0;50,00;60,337;29,79
559.0;50,00;60,355;29,82
560.0;50,00;60,410;29,95
561.0;50,00;60,432;29,96
562.0;50,00;60,399;29,77
563.0;50,00;60,324;29,85
564.0;50,00;60,447;29,87
565.0;50,00;60,425;30,37
566.0;50,00;60,344;30,27
567.0;50,00;60,296;29,94
568.0;50,00;60,383;29,95
569.0;50,00;60,346;29,83
570.0;50,00;60,207;29,71
571.0;50,00;60,309;29,98
572.0;50,00;60,327;29,85
573.0;50,00;60,227;29,99
574.0;50,00;60,307;29,76
575.0;50,00;60,168;29,89
576.0;50,00;60,384;30,02
577.0;50,00;60,370;30,05
578.0;50,00;60,243;30,06
579.0;50,00;60,286;29,80
580.0;50,00;60,058;30,13
581.0;50,00;60,152;29,88
582.0;50,00;60,214;30,09
583.0;50,00;60,146;30,00
584.0;50,00;60,283;29,79
585.0;50,00;60,380;29,95
586.0;50,00;60,121;30,05
587.0;50,00;60,143;30,09
588.0;50,00;60,223;29,98
589.0;50,00;60,328;30,23
590.0;50,00;60,097;30,15
591.0;50,00;60,209;29,96
592.0;50,00;60,330;30,11
593.0;50,00;60,048;30,29
594.0;50,00;60,073;30,29
595.0;50,00;60,137;29,82
596.0;50,00;60,125;29,86
597.0;50,00;60,228;30,22
598.0;50,00;60,178;29,84
599.0;50,00;60,013;29,80
600.0;50,00;60,192;29,93
