Time;SP;PV;CV
401.0;60,00;60,024;29,89
402.0;60,00;59,978;30,51
403.0;60,00;60,062;30,09
404.0;60,00;60,013;30,44
405.0;60,00;59,927;30,24
406.0;60,00;59,944;29,83
407.0;60,00;60,048;29,90
408.0;60,00;60,028;30,11
409.0;60,00;59,886;30,02
410.0;60,00;60,081;30,01
411.0;60,00;60,036;29,93
412.0;60,00;60,081;29,55
413.0;60,00;59,977;29,94
414.0;60,00;59,982;29,45
415.0;60,00;59,933;30,09
416.0;60,00;60,152;29,82
417.0;60,00;59,990;29,82
418.0;60,00;60,095;29,95
419.0;60,00;59,961;30,07
420.0;55,00;60,010;29,64
421.0;55,00;59,900;29,56
422.0;55,00;59,977;29,73
423.0;55,00;60,059;29,49
424.0;55,00;59,925;29,76
425.0;55,00;60,064;30,40
426.0;55,00;60,020;29,74
427.0;55,00;59,937;30,16
428.0;55,00;59,584;21,94
429.0;55,00;59,200;22,15
430.0;55,00;58,837;21,78
431.0;55,00;58,419;21,63
432.0;55,00;58,011;21,57
433.0;55,00;57,652;21,65
434.0;55,00;57,217;21,05
435.0;55,00;56,808;20,82
436.0;55,00;56,489;20,33
437.0;55,00;56,181;21,10
438.0;55,00;55,700;21,29
439.0;55,00;55,486;21,98
440.0;55,00;55,170;22,19
441.0;55,00;54,903;23,09
442.0;55,00;54,795;22,63
443.0;55,00;54,525;23,55
444.0;55,00;54,488;24,35
445.0;55,00;54,224;24,57
446.0;55,00;54,195;24,95
447.0;55,00;54,085;25,56
448.0;55,00;54,004;25,72
449.0;55,00;54,057;26,50
450.0;55,00;54,004;27,45
451.0;55,00;54,058;27,46
452.0;55,00;54,042;27,20
453.0;55,00;54,016;27,52
454.0;55,00;54,121;27,86
455.0;55,00;54,184;28,40
456.0;55,00;54,299;28,09
457.0;55,00;54,251;28,24
458.0;55,00;54,370;28,71
459.0;55,00;54,337;28,76
460.0;55,00;54,548;28,48
461.0;55,00;54,510;28,30
462.0;55,00;54,531;28,18
463.0;55,00;54,696;28,36
464.0;55,00;54,823;27,93
465.0;55,00;54,718;28,62
466.0;55,00;54,793;28,21
467.0;55,00;54,856;28,41
468.0;55,00;54,872;28,68
469.0;55,00;54,995;28,43
470.0;55,00;54,952;27,76
471.0;55,00;54,981;28,19
472.0;55,00;55,078;28,18
473.0;55,00;55,013;27,63
474.0;55,00;55,095;27,51
475.0;55,00;55,018;27,65
476.0;55,00;55,008;27,22
477.0;55,00;54,972;27,93
478.0;55,00;55,192;26,92
479.0;55,00;55,058;27,20
480.0;55,00;55,087;27,37
481.0;55,00;55,064;27,35
482.0;55,00;55,068;27,42
483.0;55,00;55,053;27,43
484.0;55,00;55,156;27,30
485.0;55,00;54,970;27,62
486.0;55,00;54,930;26,80
487.0;55,00;54,954;27,33
488.0;55,00;54,926;27,16
489.0;55,00;55,042;27,37
490.0;55,00;55,039;27,40
491.0;55,00;54,925;27,13
492.0;55,00;54,893;27,20
493.0;55,00;54,950;27,57
494.0;55,00;55,050;27,48
495.0;55,00;54,793;27,23
496.0;55,00;54,990;27,92
497.0;55,00;54,891;28,00
498.0;55,00;55,016;27,07
499.0;55,00;54,888;27,53
500.0;55,00;54,935;28,09
501.0;55,00;54,861;27,67
502.0;55,00;54,893;27,54
503.0;55,00;55,036;27,44
504.0;55,00;55,003;27,36
505.0;55,00;54,931;27,45
506.0;55,00;54,905;27,37
507.0;55,00;54,845;27,70
508.0;55,00;54,937;27,42
509.0;55,00;54,961;27,41
510.0;55,00;54,960;27,23
511.0;55,00;54,962;27,51
512.0;55,00;54,902;27,30
513.0;55,00;54,968;27,48
514.0;55,00;54,972;27,79
515.0;55,00;55,054;27,62
516.0;55,00;55,090;27,65
517.0;55,00;54,972;27,61
518.0;55,00;54,936;27,54
519.0;55,00;54,979;27,49
520.0;55,00;54,948;27,44
521.0;55,00;54,941;27,71
522.0;55,00;54,983;27,24
523.0;55,00;54,925;27,85
524.0;55,00;55,025;27,52
525.0;55,00;54,983;27,32
526.0;55,00;55,005;27,39
527.0;55,00;54,980;27,34
528.0;55,00;54,948;27,54
529.0;55,00;54,935;27,32
530.0;55,00;54,978;27,79
531.0;55,00;54,959;27,31
532.0;55,00;55,006;26,93
533.0;55,00;54,992;27,32
534.0;55,00;54,911;27,00
535.0;55,00;54,997;27,49
536.0;55,00;54,912;27,76
537.0;55,00;54,956;27,66
538.0;55,00;54,975;27,16
539.0;55,00;54,868;27,31
540.0;55,00;54,998;27,94
541.0;55,00;55,002;27,58
542.0;55,00;54,983;27,50
543.0;55,00;54,967;27,76
544.0;55,00;54,970;28,11
545.0;55,00;54,934;27,82
546.0;55,00;54,977;27,53
547.0;55,00;54,960;27,59
548.0;55,00;54,998;27,65
549.0;55,00;54,921;27,35
550.0;55,00;55,007;27,23
551.0;55,00;55,002;27,51
552.0;55,00;54,985;27,26
553.0;55,00;54,967;27,48
554.0;55,00;55,027;27,52
555.0;55,00;54,894;28,09
556.0;55,00;55,022;27,29
557.0;55,00;55,009;27,47
558.0;55,00;55,011;27,46
559.0;55,00;55,018;27,61
560.0;55,00;54,956;27,76
561.0;55,00;54,979;27,38
562.0;55,00;55,033;27,30
563.0;55,00;55,021;27,09
564.0;55,00;55,008;27,27
565.0;55,00;54,905;27,64
566.0;55,00;55,028;27,51
567.0;55,00;55,066;27,25
568.0;55,00;55,057;27,41
569.0;55,00;55,010;27,51
570.0;55,00;54,903;27,63
571.0;55,00;55,053;27,35
572.0;55,00;54,988;27,44
573.0;55,00;54,845;27,05
574.0;55,00;55,019;27,21
575.0;55,00;54,907;27,91
576.0;55,00;54,919;26,95
577.0;55,00;54,959;27,42
578.0;55,00;55,074;27,56
579.0;55,00;54,975;27,41
580.0;55,00;55,014;27,30
581.0;55,00;55,102;27,49
582.0;55,00;55,093;27,50
583.0;55,00;54,991;27,48
584.0;55,00;54,983;27,03
585.0;55,00;54,922;27,46
586.0;55,00;54,956;27,29
587.0;55,00;55,023;27,36
588.0;55,00;55,022;27,56
589.0;55,00;55,005;27,66
590.0;55,00;55,058;27,72
591.0;55,00;54,952;27,38
592.0;55,00;54,995;27,73
593.0;55,00;55,042;27,79
594.0;55,00;55,033;27,78
595.0;55,00;55,063;27,85
596.0;55,00;55,022;27,46
597.0;55,00;54,980;27,46
598.0;55,00;55,020;27,71
599.0;55,00;54,938;27,16
600.0;55,00;54,900;27,55
