Time;SP;PV;CV
205.0;58,00;62,796;20,06
206.0;58,00;62,261;19,73
207.0;58,00;61,666;19,74
208.0;58,00;61,133;19,86
209.0;58,00;60,582;19,93
210.0;58,00;60,105;20,11
211.0;58,00;59,525;20,14
212.0;58,00;59,122;20,05
213.0;58,00;58,580;19,81
214.0;58,00;58,086;20,14
215.0;58,00;57,705;19,98
216.0;58,00;57,329;20,24
217.0;58,00;56,862;19,82
218.0;58,00;56,368;19,45
219.0;58,00;56,018;19,90
220.0;58,00;55,561;20,43
221.0;58,00;55,188;20,09
222.0;58,00;54,819;19,96
223.0;58,00;54,328;20,18
224.0;58,00;54,093;20,10
225.0;58,00;55,679;60,09
226.0;58,00;57,303;59,90
227.0;58,00;58,831;60,02
228.0;58,00;60,356;60,04
229.0;58,00;61,874;59,87
230.0;58,00;63,414;59,78
231.0;58,00;64,872;60,03
232.0;58,00;66,168;60,19
233.0;58,00;67,569;60,13
234.0;58,00;68,814;60,10
235.0;58,00;70,010;60,10
236.0;58,00;69,361;20,52
237.0;58,00;68,642;20,05
238.0;58,00;67,883;20,21
239.0;58,00;67,222;20,39
240.0;58,00;66,555;20,01
241.0;58,00;65,820;20,05
242.0;58,00;65,143;20,21
243.0;58,00;64,575;20,34
244.0;58,00;63,961;20,06
245.0;58,00;63,355;20,07
246.0;58,00;62,837;20,02
247.0;58,00;62,304;19,76
248.0;58,00;61,642;20,22
249.0;58,00;61,156;19,95
250.0;58,00;60,640;19,66
251.0;58,00;60,114;19,97
252.0;58,00;59,629;19,65
253.0;58,00;59,067;19,80
254.0;58,00;58,647;20,00
255.0;58,00;58,246;19,82
256.0;58,00;57,731;20,22
257.0;58,00;57,218;19,71
258.0;58,00;56,848;20,05
259.0;58,00;56,460;20,11
260.0;58,00;56,006;20,29
261.0;58,00;55,559;20,19
262.0;58,00;55,275;20,05
263.0;58,00;54,755;20,02
264.0;58,00;54,472;19,99
265.0;58,00;54,085;20,23
266.0;58,00;55,674;59,87
267.0;58,00;57,402;60,11
268.0;58,00;58,925;59,98
269.0;58,00;60,376;60,05
270.0;58,00;61,954;59,95
271.0;58,00;63,354;60,43
272.0;58,00;64,696;59,87
273.0;58,00;66,137;60,05
274.0;58,00;67,530;60,06
275.0;58,00;68,861;60,12
276.0;58,00;70,117;60,09
277.0;58,00;69,358;20,09
278.0;58,00;68,645;20,20
279.0;58,00;67,896;19,70
280.0;58,00;67,267;20,00
281.0;58,00;66,536;19,76
282.0;58,00;65,880;20,05
283.0;58,00;65,246;19,77
284.0;58,00;64,535;19,81
285.0;58,00;63,938;19,99
286.0;58,00;63,450;20,28
287.0;58,00;62,806;20,12
288.0;58,00;62,206;20,06
289.0;58,00;61,682;20,28
290.0;58,00;61,099;19,81
291.0;58,00;60,609;19,58
292.0;58,00;60,047;19,92
293.0;58,00;59,592;19,95
294.0;58,00;59,010;20,25
295.0;58,00;58,678;20,43
296.0;58,00;58,120;19,74
297.0;58,00;57,613;20,50
298.0;58,00;57,239;20,32
299.0;58,00;56,800;20,17
300.0;58,00;56,406;20,08
301.0;58,00;55,931;20,49
302.0;58,00;55,608;20,02
303.0;58,00;55,380;19,91
304.0;58,00;54,755;20,03
305.0;58,00;54,465;19,73
306.0;58,00;54,072;20,10
307.0;58,00;55,745;59,98
308.0;58,00;57,251;60,07
309.0;58,00;58,851;60,07
310.0;58,00;60,458;59,79
311.0;58,00;61,923;60,27
312.0;58,00;63,458;59,80
313.0;58,00;64,757;60,18
314.0;58,00;66,181;59,68
315.0;58,00;67,664;60,08
316.0;58,00;68,792;59,84
317.0;58,00;70,064;60,01
318.0;58,00;69,355;19,87
319.0;58,00;68,620;19,57
320.0;58,00;67,949;19,78
321.0;58,00;67,216;20,02
322.0;58,00;66,491;20,13
323.0;58,00;65,876;19,71
324.0;58,00;65,351;19,58
325.0;58,00;64,652;19,83
326.0;58,00;63,835;19,96
327.0;58,00;63,368;19,88
328.0;58,00;62,747;19,84
329.0;58,00;62,252;20,17
330.0;58,00;61,656;20,20
331.0;58,00;61,220;20,15
332.0;58,00;60,642;19,82
333.0;58,00;60,125;20,02
334.0;58,00;59,588;19,96
335.0;58,00;59,087;19,72
336.0;58,00;58,629;20,18
337.0;58,00;58,211;20,02
338.0;58,00;57,720;19,91
339.0;58,00;57,233;20,29
340.0;58,00;56,883;20,16
341.0;58,00;56,408;20,17
342.0;58,00;55,985;20,24
343.0;58,00;55,549;20,15
344.0;58,00;55,171;19,75
345.0;58,00;54,788;19,93
346.0;58,00;54,309;20,20
347.0;58,00;54,138;19,85
348.0;58,00;55,764;60,01
349.0;58,00;57,331;60,08
350.0;58,00;58,961;60,29
351.0;58,00;60,458;60,26
352.0;58,00;61,943;60,18
353.0;58,00;63,253;59,97
354.0;58,00;64,781;60,19
355.0;58,00;66,199;60,11
356.0;58,00;67,599;59,97
357.0;58,00;68,922;60,27
358.0;58,00;70,181;60,10
359.0;58,00;69,299;19,85
360.0;58,00;68,513;20,26
361.0;58,00;67,936;19,95
362.0;58,00;67,211;20,12
363.0;58,00;66,577;19,70
364.0;58,00;65,860;20,00
365.0;58,00;65,230;19,81
366.0;58,00;64,514;19,81
367.0;58,00;63,997;19,62
368.0;58,00;63,353;20,43
369.0;58,00;62,808;19,97
370.0;58,00;62,244;20,05
371.0;58,00;61,659;20,22
372.0;58,00;61,139;19,98
373.0;58,00;60,595;20,10
374.0;58,00;60,119;19,73
375.0;58,00;59,604;20,04
376.0;58,00;59,062;19,92
377.0;58,00;58,583;20,10
378.0;58,00;58,234;20,04
379.0;58,00;57,688;19,72
380.0;58,00;57,300;19,63
381.0;58,00;56,839;19,80
382.0;58,00;56,371;20,15
383.0;58,00;55,951;20,09
384.0;58,00;55,595;20,08
385.0;58,00;55,212;19,60
386.0;58,00;54,850;19,46
387.0;58,00;54,386;19,88
388.0;58,00;54,058;19,93
389.0;58,00;55,731;59,88
390.0;58,00;57,422;60,07
391.0;58,00;58,791;59,97
392.0;58,00;60,458;59,76
393.0;58,00;61,898;59,83
394.0;58,00;63,398;60,03
395.0;58,00;64,768;60,02
396.0;58,00;66,191;59,99
397.0;58,00;67,597;60,45
398.0;58,00;68,848;59,95
399.0;58,00;70,131;60,02
400.0;58,00;69,376;19,80
401.0;58,00;68,585;19,93
402.0;58,00;67,935;20,11
403.0;58,00;67,199;20,11
404.0;58,00;66,489;19,97
405.0;58,00;65,864;20,08
406.0;58,00;65,208;20,01
407.0;58,00;64,627;19,62
408.0;58,00;63,972;19,35
409.0;58,00;63,349;20,46
410.0;58,00;62,863;20,17
411.0;58,00;62,270;19,99
412.0;58,00;61,729;19,65
413.0;58,00;61,154;19,74
414.0;58,00;60,590;20,27
415.0;58,00;60,060;19,44
416.0;58,00;59,565;19,94
417.0;58,00;59,137;20,17
418.0;58,00;58,618;20,03
419.0;58,00;58,073;20,15
420.0;58,00;57,691;19,97
421.0;58,00;57,180;20,48
422.0;58,00;56,828;19,79
423.0;58,00;56,339;19,73
424.0;58,00;55,926;20,05
425.0;58,00;55,595;20,29
426.0;58,00;55,196;19,99
427.0;58,00;54,736;20,21
428.0;58,00;54,486;19,89
429.0;58,00;54,196;19,76
430.0;58,00;55,662;60,28
431.0;58,00;57,433;60,31
432.0;58,00;58,874;60,31
433.0;58,00;60,411;59,91
434.0;58,00;61,916;59,77
435.0;58,00;63,305;59,77
436.0;58,00;64,857;59,96
437.0;58,00;66,197;60,12
438.0;58,00;67,481;60,10
439.0;58,00;68,817;59,71
440.0;58,00;70,034;60,04
441.0;58,00;69,340;20,00
442.0;58,00;68,670;20,02
443.0;58,00;67,822;20,00
444.0;58,00;67,188;19,96
445.0;58,00;66,537;20,12
446.0;58,00;65,919;20,03
447.0;58,00;65,287;20,05
448.0;58,00;64,566;19,86
449.0;58,00;63,937;20,08
450.0;58,00;63,398;19,98
451.0;58,00;62,772;19,58
452.0;58,00;62,205;20,10
453.0;58,00;61,719;19,95
454.0;58,00;61,208;20,19
455.0;58,00;60,609;19,97
456.0;58,00;60,071;19,98
457.0;58,00;59,607;20,04
458.0;58,00;58,995;20,00
459.0;58,00;58,611;19,91
460.0;58,00;58,094;19,64
461.0;58,00;57,813;20,37
462.0;58,00;57,287;19,68
463.0;58,00;56,827;19,93
464.0;58,00;56,389;20,13
465.0;58,00;55,863;20,08
466.0;58,00;55,625;20,11
467.0;58,00;55,281;20,15
468.0;58,00;54,783;20,25
469.0;58,00;54,483;20,06
470.0;58,00;54,124;20,58
471.0;58,00;55,658;59,80
472.0;58,00;57,389;60,05
473.0;58,00;58,976;59,93
474.0;58,00;60,447;59,89
475.0;58,00;61,922;60,06
476.0;58,00;63,416;60,29
477.0;58,00;64,715;59,86
478.0;58,00;66,177;59,86
479.0;58,00;67,571;60,14
480.0;58,00;68,768;60,11
481.0;58,00;70,159;60,39
482.0;58,00;69,336;20,21
483.0;58,00;68,519;20,05
484.0;58,00;67,902;19,93
485.0;58,00;67,161;20,04
486.0;58,00;66,545;19,96
487.0;58,00;65,808;19,73
488.0;58,00;65,272;20,00
489.0;58,00;64,552;19,96
490.0;58,00;63,992;19,95
491.0;58,00;63,345;19,91
492.0;58,00;62,775;20,34
493.0;58,00;62,280;20,14
494.0;58,00;61,676;20,19
495.0;58,00;61,104;19,88
496.0;58,00;60,533;19,80
497.0;58,00;60,139;19,94
498.0;58,00;59,615;20,05
499.0;58,00;59,073;19,93
500.0;58,00;58,624;19,96
501.0;58,00;58,095;20,19
502.0;58,00;57,642;20,06
503.0;58,00;57,209;19,80
504.0;58,00;56,837;19,91
505.0;58,00;56,414;19,87
506.0;58,00;55,952;20,04
507.0;58,00;55,626;19,77
508.0;58,00;55,239;19,96
509.0;58,00;54,828;20,14
510.0;58,00;54,501;20,01
511.0;58,00;54,073;19,82
512.0;58,00;55,730;59,88
513.0;58,00;57,366;60,02
514.0;58,00;58,907;60,10
515.0;58,00;60,476;60,17
516.0;58,00;61,862;59,97
517.0;58,00;63,448;59,74
518.0;58,00;64,753;60,28
519.0;58,00;66,164;60,06
520.0;58,00;67,450;60,08
521.0;58,00;68,860;60,06
522.0;58,00;70,173;59,79
523.0;58,00;69,410;19,94
524.0;58,00;68,665;20,05
525.0;58,00;67,830;20,21
526.0;58,00;67,171;20,01
527.0;58,00;66,506;19,38
528.0;58,00;65,820;19,95
529.0;58,00;65,276;20,07
530.0;58,00;64,598;20,26
531.0;58,00;63,973;20,14
532.0;58,00;63,399;20,50
533.0;58,00;62,743;20,28
534.0;58,00;62,175;20,27
535.0;58,00;61,621;20,19
536.0;58,00;61,149;19,72
537.0;58,00;60,613;20,17
538.0;58,00;60,110;20,12
539.0;58,00;59,633;19,89
540.0;58,00;59,021;20,12
541.0;58,00;58,584;20,08
542.0;58,00;58,154;19,91
543.0;58,00;57,626;19,98
544.0;58,00;57,224;19,95
545.0;58,00;56,870;20,05
546.0;58,00;56,454;19,92
547.0;58,00;56,043;20,11
548.0;58,00;55,591;19,62
549.0;58,00;55,189;19,94
550.0;58,00;54,874;19,66
551.0;58,00;54,430;19,90
552.0;58,00;54,105;20,10
553.0;58,00;55,802;60,00
554.0;58,00;57,324;59,98
555.0;58,00;58,878;60,01
556.0;58,00;60,436;60,31
557.0;58,00;61,955;59,78
558.0;58,00;63,401;60,18
559.0;58,00;64,800;59,70
560.0;58,00;66,201;59,91
561.0;58,00;67,438;60,03
562.0;58,00;68,787;59,83
563.0;58,00;70,118;60,04
564.0;58,00;69,311;20,15
565.0;58,00;68,556;19,76
566.0;58,00;67,847;19,98
567.0;58,00;67,164;19,92
568.0;58,00;66,521;19,61
569.0;58,00;65,815;19,96
570.0;58,00;65,231;19,84
571.0;58,00;64,674;20,27
572.0;58,00;63,967;19,82
573.0;58,00;63,439;20,34
574.0;58,00;62,805;19,89
575.0;58,00;62,165;20,39
576.0;58,00;61,653;20,11
577.0;58,00;61,075;20,09
578.0;58,00;60,634;20,16
579.0;58,00;60,023;20,18
580.0;58,00;59,645;20,28
581.0;58,00;59,118;20,35
582.0;58,00;58,511;19,93
583.0;58,00;58,186;19,75
584.0;58,00;57,771;19,47
585.0;58,00;57,211;19,92
586.0;58,00;56,869;20,15
587.0;58,00;56,309;20,08
588.0;58,00;56,002;20,02
589.0;58,00;55,506;19,93
590.0;58,00;55,224;19,87
591.0;58,00;54,730;19,94
592.0;58,00;54,317;20,08
593.0;58,00;54,108;19,65
594.0;58,00;55,850;60,15
595.0;58,00;57,312;59,71
596.0;58,00;58,950;59,97
597.0;58,00;60,442;59,87
598.0;58,00;61,909;59,93
599.0;58,00;63,408;59,79
600.0;58,00;64,875;59,77
